;; Experiment Time: Thu Nov 29 15:20:08 PST 2012
;; Number of Subjects Used: 10
;; Number of Matches Run: 41
;;
;; Table Name: Client Round Data
matchId,roundId,groupId,clientId,payoff,id,period.0.stillInitialView,period.0.riskyHoldings,period.0.safeHoldings,period.0.riskyPercent,period.0.safePercent,period.0.initialViewType,period.0.dollarChoices.0,period.0.numSwitches,period.0.dragTimes.0,period.0.dragTimes.1,period.0.safeReturn,period.0.riskyReturn,period.0.riskyDraw,period.1.stillInitialView,period.1.riskyHoldings,period.1.safeHoldings,period.1.riskyPercent,period.1.safePercent,period.1.initialViewType,period.1.percentChoices.0,period.1.numSwitches,period.1.dragTimes.0,period.1.dragTimes.1,period.1.safeReturn,period.1.riskyReturn,period.1.riskyDraw,period.2.stillInitialView,period.2.riskyHoldings,period.2.safeHoldings,period.2.riskyPercent,period.2.safePercent,period.2.initialViewType,period.2.numSwitches,period.2.dragTimes.0,period.2.safeReturn,period.2.riskyReturn,period.2.riskyDraw,period.3.stillInitialView,period.3.riskyHoldings,period.3.safeHoldings,period.3.riskyPercent,period.3.safePercent,period.3.initialViewType,period.3.numSwitches,period.3.dragTimes.0,period.3.safeReturn,period.3.riskyReturn,period.3.riskyDraw,period.4.stillInitialView,period.4.riskyHoldings,period.4.safeHoldings,period.4.riskyPercent,period.4.safePercent,period.4.initialViewType,period.4.numSwitches,period.4.dragTimes.0,period.4.dragTimes.1,period.4.safeReturn,period.4.riskyReturn,period.4.riskyDraw,period.5.stillInitialView,period.5.riskyHoldings,period.5.safeHoldings,period.5.riskyPercent,period.5.safePercent,period.5.initialViewType,period.5.numSwitches,period.5.dragTimes.0,period.5.dragTimes.1,period.5.safeReturn,period.5.riskyReturn,period.5.riskyDraw,period.6.stillInitialView,period.6.riskyHoldings,period.6.safeHoldings,period.6.riskyPercent,period.6.safePercent,period.6.initialViewType,period.6.numSwitches,period.6.dragTimes.0,period.6.dragTimes.1,period.6.safeReturn,period.6.riskyReturn,period.6.riskyDraw,period.7.stillInitialView,period.7.riskyHoldings,period.7.safeHoldings,period.7.riskyPercent,period.7.safePercent,period.7.initialViewType,period.7.numSwitches,period.7.dragTimes.0,period.7.safeReturn,period.7.riskyReturn,period.7.riskyDraw,period.8.stillInitialView,period.8.riskyHoldings,period.8.safeHoldings,period.8.riskyPercent,period.8.safePercent,period.8.initialViewType,period.8.numSwitches,period.8.dragTimes.0,period.8.dragTimes.1,period.8.safeReturn,period.8.riskyReturn,period.8.riskyDraw,period.9.stillInitialView,period.9.riskyHoldings,period.9.safeHoldings,period.9.riskyPercent,period.9.safePercent,period.9.initialViewType,period.9.numSwitches,period.9.dragTimes.0,period.9.dragTimes.1,period.9.dragTimes.2,period.9.safeReturn,period.9.riskyReturn,period.9.riskyDraw,endOfPathHoldings,period.0.percentChoices.0,period.3.dragTimes.1,period.3.dragTimes.2,period.3.dragTimes.3,period.3.dragTimes.4,period.3.dragTimes.5,period.3.dragTimes.6,period.4.dragTimes.2,period.6.dragTimes.2,period.6.dragTimes.3,period.7.dragTimes.1,period.7.dragTimes.2,period.7.dragTimes.3,period.1.dragTimes.2,period.1.dragTimes.3,period.1.dragTimes.4,period.1.dragTimes.5,period.2.dragTimes.1,period.5.dragTimes.2,period.8.dragTimes.2,period.8.dragTimes.3,period.9.dollarChoices.0,period.0.dragTimes.2,period.0.dragTimes.3,period.0.dragTimes.4,period.0.dragTimes.5,period.0.dragTimes.6,period.0.dragTimes.7,period.0.dragTimes.8,period.0.dragTimes.9,period.0.dragTimes.10,period.9.dragTimes.3,period.9.dragTimes.4,period.2.dragTimes.2,period.1.dollarChoices.0,period.4.dollarChoices.0,period.4.dragTimes.3,period.4.dragTimes.4,period.4.dragTimes.5,period.7.dollarChoices.0,period.2.dragTimes.3,period.3.percentChoices.0,period.4.dragTimes.6,period.4.dragTimes.7,period.0.dollarChoices.1,period.2.dragTimes.4,period.2.dragTimes.5,period.2.dragTimes.6,period.5.dragTimes.3,period.5.dragTimes.4,period.7.dragTimes.4,period.2.percentChoices.0,period.1.dragTimes.6,period.3.dragTimes.7,period.8.dragTimes.4,period.8.dragTimes.5,period.8.dragTimes.6,period.6.percentChoices.0,period.8.dollarChoices.0,period.4.dragTimes.8,period.6.dragTimes.4,period.0.dragTimes.11,period.0.dragTimes.12,period.0.dragTimes.13,period.0.dragTimes.14,period.0.dragTimes.15,period.0.dragTimes.16,period.0.dragTimes.17,period.0.dragTimes.18,period.0.dragTimes.19,period.0.dragTimes.20,period.0.dragTimes.21,period.0.dragTimes.22,period.0.dragTimes.23,period.0.dragTimes.24,period.1.dragTimes.7,period.2.dragTimes.7,period.2.dragTimes.8,period.9.dragTimes.5,period.0.percentChoices.1,period.6.dragTimes.5,period.6.dragTimes.6,period.6.dragTimes.7,period.9.dragTimes.6,period.7.dragTimes.5,period.7.dragTimes.6,period.5.dragTimes.5,period.0.betTime,period.0.betResult,period.5.betTime,period.5.betResult,period.8.betTime,period.8.betResult,period.1.betTime,period.1.betResult,period.2.betTime,period.2.betResult,period.3.betTime,period.3.betResult,period.3.dragTimes.8,period.3.dragTimes.9,period.3.dragTimes.10,period.9.betTime,period.9.betResult,period.6.betTime,period.6.betResult,period.7.betTime,period.7.betResult,period.6.dollarChoices.0,period.8.dragTimes.7,period.8.dragTimes.8,period.4.betTime,period.4.betResult,period.6.dragTimes.8,period.6.dragTimes.9,period.9.dragTimes.7,period.5.dragTimes.6,period.5.dragTimes.7,period.8.view.0.index,period.8.view.0.time,period.4.view.0.index,period.4.view.0.time,period.4.dragTimes.9,period.4.dragTimes.10,period.3.dollarChoices.0,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer,questionRound.0.question.10.answer,
5,0,0,0,0.0,0,false,1.5,1.5,0.5,0.5,,N/A,1,3339,6412,0.044999998,0.01619007,0.01079338,false,1.5306389,1.5306389,0.5,0.5,percent,N/A,0,1170,4103,0.04591917,0.75148886,0.49096417,false,2.2765791,1.8008759,0.55833334,0.44166666,percent,0,1310,0.054026276,0.31488383,0.13831447,false,2.4377356,2.031446,0.54545456,0.4545454,percent,0,1482,0.060943376,1.7182641,0.70486075,false,6.5595393,0.46576643,0.93370163,0.06629839,percent,0,1014,N/A,0.013972993,-2.457048,-0.3745763,false,2.1051357,2.8848155,0.421875,0.578125,percent,0,1903,N/A,0.08654446,2.2484148,1.0680617,false,8.863496,0.23324966,0.974359,0.025641002,percent,0,1404,5585,0.00699749,-2.2340274,-0.2520481,false,3.2932978,3.8357234,0.4619565,0.5380435,percent,0,1654,0.1150717,2.9729464,0.9027263,false,9.666256,2.4068584,0.80064315,0.19935688,percent,0,172,5304,0.07220575,-1.9616091,-0.2029337,false,4.6218095,5.748132,0.4456929,0.5543071,percent,0,1778,N/A,N/A,0.17244396,1.0666336,0.23078267,11.74214,2449,4119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6490,N/A,N/A,N/A,N/A,N/A,N/A,6193,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,1,0.0,1,false,2.3863637,0.61363626,0.79545456,0.20454542,,N/A,1,3634,6427,0.018409086,0.025756931,0.01079338,false,2.2663164,0.77798915,0.7444445,0.25555554,percent,N/A,0,780,5507,0.023339674,1.1126802,0.49096417,false,3.149583,1.3546593,0.69924814,0.30075186,percent,0,780,0.04063978,0.4356329,0.13831447,false,3.2731955,1.7388852,0.6530612,0.3469388,percent,0,624,0.052166555,2.307147,0.70486075,false,5.0584726,3.356102,0.60115606,0.3988439,percent,0,546,2668,0.100683056,-1.894784,-0.3745763,false,3.7826688,3.1522238,0.54545456,0.45454544,percent,0,811,4056,0.09456671,4.040124,1.0680617,false,7.155764,7.097587,0.5020408,0.4979592,percent,0,453,4041,0.21292761,-1.8035967,-0.2520481,false,5.8244467,7.0475807,0.4524887,0.54751134,percent,0,546,0.21142742,5.257881,0.9027263,false,8.567978,13.055967,0.3962264,0.6037736,percent,0,593,5397,0.39167902,-1.7387315,-0.2029337,false,7.163423,13.27854,0.35042736,0.6495726,percent,0,702,5366,N/A,0.39835617,1.653194,0.23078267,22.69984,2870,2013,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2403,N/A,N/A,N/A,N/A,N/A,N/A,3370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,2,0.0,2,false,1.5340909,1.4659091,0.5113636,0.48863637,,4696,2,3323,3448,0.04397727,0.016558027,0.01079338,false,2.1084306,0.95219445,0.6888889,0.3111111,dollar,531,1,1108,1279,0.028565833,1.0351639,0.49096417,false,4.4257054,0.0,1.0,0.0,percent,0,655,0.0,0.6121391,0.13831447,false,3.04932,2.0328796,0.6,0.39999995,percent,0,967,0.060986385,2.1493459,0.70486075,false,4.180795,4.083567,0.5058824,0.49411762,percent,0,640,764,0.12250701,-1.5660268,-0.3745763,false,7.0807076,0.0,1.0,0.0,percent,0,983,1108,0.0,7.5626326,1.0680617,false,20.438152,0.16482353,0.992,0.007999986,percent,0,1014,1139,0.004944706,-5.1513977,-0.2520481,false,16.054451,0.0,1.0,0.0,percent,0,1373,0.0,14.492775,0.9027263,false,29.669853,9.925526,0.74932617,0.25067383,percent,1,921,1045,0.29776576,-6.0210133,-0.2029337,false,24.419874,10.023878,0.70897835,0.29102167,dollar,0,920,1076,N/A,0.30071634,5.635684,0.23078267,41.08351,2761,1092,2636,N/A,N/A,N/A,N/A,6646,1685,N/A,1529,2574,N/A,1404,2496,5164,N/A,780,3385,1482,3261,N/A,4212,7753,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1295,N/A,N/A,N/A,N/A,N/A,N/A,1997,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3994,4571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3697,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,3,18.043715,3,false,1.4318181,1.5681819,0.47727272,0.5227273,,N/A,1,3105,3775,0.047045454,0.015454158,0.01079338,false,1.5993491,1.4632343,0.5222222,0.47777778,percent,N/A,0,1435,3088,0.04389703,0.7852231,0.49096417,false,1.7026005,2.4176927,0.41322315,0.58677685,percent,0,1435,0.072530776,0.23549429,0.13831447,false,2.205724,2.239658,0.49618322,0.5038168,percent,0,1154,0.067189746,1.5547283,0.70486075,false,2.3734865,4.3967867,0.3505747,0.64942527,percent,0,1701,2293,0.1319036,-0.8890518,-0.3745763,false,2.7122374,3.4484162,0.44025156,0.5597484,percent,0,1232,2496,0.10345248,2.8968368,1.0680617,false,3.5398064,7.9039516,0.30932203,0.690678,percent,0,2137,3214,0.23711854,-0.8922015,-0.2520481,false,4.0845876,6.8076463,0.375,0.625,percent,0,1388,0.20422938,3.6872647,0.9027263,false,4.271442,12.814325,0.25,0.75,percent,0,2028,N/A,0.38442975,-0.8668195,-0.2029337,false,3.734874,12.950797,0.22383721,0.7761628,percent,0,1919,3229,3713,0.3885239,0.8619442,0.23078267,18.043715,1950,2886,N/A,N/A,N/A,N/A,N/A,N/A,4337,N/A,3541,4196,N/A,3619,N/A,N/A,N/A,N/A,3010,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,4,0.0,4,false,2.0795455,0.9204545,0.6931818,0.30681816,,N/A,1,2870,N/A,0.027613634,0.022445325,0.01079338,false,1.8639991,1.1861813,0.6111111,0.3888889,percent,N/A,0,1919,3323,0.035585437,0.9151568,0.49096417,false,2.9126275,1.3547103,0.6825397,0.3174603,percent,0,1622,0.040641308,0.40285853,0.13831447,false,2.9667802,1.7732482,0.62589926,0.37410074,percent,0,1404,0.053197443,2.091167,0.70486075,false,5.555305,2.274613,0.7094972,0.2905028,percent,0,2418,3759,0.068238385,-2.0808856,-0.3745763,false,3.8461437,2.3164272,0.6241135,0.3758865,percent,0,1762,4929,0.06949282,4.1079187,1.0680617,false,10.156155,3.4210205,0.7480315,0.2519685,percent,0,1514,3573,0.102630615,-2.5598395,-0.2520481,false,8.376089,3.0410004,0.73364484,0.26635513,percent,0,1404,0.09123001,7.561316,0.9027263,false,16.344019,7.44631,0.68700266,0.31299734,percent,0,1560,5273,0.2233893,-3.3167522,-0.2029337,false,14.5757885,6.436062,0.6936937,0.30630627,percent,0,1451,3698,N/A,0.19308186,3.3638394,0.23078267,24.988594,1872,4758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5273,N/A,N/A,5444,6271,6989,N/A,4009,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,5,0.0,5,false,2.7613637,0.23863626,0.92045456,0.079545416,,N/A,1,3604,4025,0.0071590873,0.02980445,0.01079338,false,2.73,0.30712485,0.8988764,0.10112355,percent,N/A,0,1264,N/A,0.009213746,1.3403322,0.49096417,false,3.8447905,0.93207026,0.80487806,0.19512193,percent,0,1592,0.027962107,0.53179014,0.13831447,false,4.323487,1.0516591,0.8043478,0.1956522,percent,0,1607,0.031549774,3.047456,0.70486075,false,7.961835,1.8702297,0.8097826,0.19021739,percent,0,1701,2231,0.05610689,-2.9823146,-0.3745763,false,7.0280404,0.37269926,0.9496403,0.05035973,percent,0,1545,1841,0.011180977,7.506381,1.0680617,false,3.7202878,17.113323,0.17857143,0.8214286,percent,0,2247,N/A,0.51339966,-0.9376915,-0.2520481,false,3.4608939,17.057264,0.16867469,0.83132535,percent,0,1419,0.5117179,3.12424,0.9027263,false,8.921842,17.182808,0.34177214,0.6582279,percent,0,2044,N/A,0.5154842,-1.8105423,-0.2029337,false,6.1835346,18.797945,0.24752475,0.75247526,percent,0,1482,2012,4118,0.5639383,1.4270526,0.23078267,27.150574,4820,2823,N/A,N/A,N/A,N/A,N/A,2777,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4134,2122,N/A,N/A,N/A,5429,9282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4509,5414,5601,N/A,N/A,N/A,5757,5913,N/A,N/A,N/A,N/A,2294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6864,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,6,0.0,6,false,2.9318182,0.06818175,0.97727275,0.022727251,,N/A,1,2948,3463,0.0020454526,0.03164423,0.01079338,false,2.9997725,0.034088373,0.98876405,0.011235971,percent,N/A,0,1311,1763,0.0010226512,1.4727808,0.49096417,false,3.7314608,1.204951,0.7559055,0.2440945,percent,0,1014,0.03614853,0.516115,0.13831447,false,3.8916004,1.6344721,0.70422536,0.29577464,percent,0,1107,0.049034163,2.7430363,0.70486075,false,4.645709,4.9127035,0.48603353,0.51396644,percent,0,733,3666,0.1473811,-1.7401725,-0.3745763,false,4.2603273,3.9940567,0.516129,0.48387095,percent,0,795,2028,0.1198217,4.5502925,1.0680617,false,5.5713763,10.938921,0.33744857,0.6625514,percent,0,1107,3494,0.32816762,-1.4042548,-0.2520481,false,3.865394,11.73181,0.24782608,0.7521739,percent,0,749,0.35195428,3.489393,0.9027263,false,2.8550828,18.76197,0.13207547,0.8679245,percent,0,1560,3120,0.5628591,-0.5793925,-0.2029337,false,3.4621685,18.193357,0.1598746,0.84012544,percent,0,1919,3401,5616,0.5458007,0.7990085,0.23078267,23.100056,1856,2231,2948,5475,N/A,N/A,N/A,N/A,4243,N/A,1982,3604,N/A,4088,N/A,N/A,N/A,2823,N/A,4384,4914,N/A,4321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3557,N/A,N/A,N/A,N/A,N/A,N/A,6021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5117,5772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,7,0.0,7,false,3.0,0.0,1.0,0.0,,2324,1,3525,6287,0.0,0.03238014,0.01079338,false,1.9762722,1.0562834,0.6516854,0.34831458,dollar,N/A,0,1872,5179,0.0316885,0.97027886,0.49096417,false,3.3312166,0.9857681,0.77165353,0.22834644,dollar,0,1794,0.029573042,0.46075547,0.13831447,false,3.2044065,1.6362927,0.6619718,0.33802816,dollar,0,2293,0.04908878,2.2586603,0.70486075,false,4.1821117,3.9875946,0.5119048,0.48809522,dollar,0,2481,6755,0.11962783,-1.56652,-0.3745763,false,3.2489238,3.7338376,0.4652778,0.5347222,dollar,0,2059,5070,0.11201513,3.470051,1.0680617,false,10.308337,2.9910202,0.7751004,0.2248996,dollar,0,1669,4352,0.089730605,-2.5981967,-0.2520481,false,7.9460454,3.146421,0.71634614,0.28365386,dollar,0,1654,0.09439263,7.1731043,0.9027263,false,11.545322,11.292965,0.5055249,0.49447513,dollar,0,1966,5866,0.33878893,-2.342935,-0.2029337,false,16.706562,4.350012,0.7934131,0.20658688,dollar,0,1498,4586,N/A,0.13050035,3.855585,0.23078267,25.523855,N/A,2761,3120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5866,N/A,N/A,N/A,N/A,N/A,N/A,6458,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,8,0.0,8,false,2.9318182,0.06818175,0.97727275,0.022727251,,4071,1,4680,5163,0.0020454526,0.03164423,0.01079338,false,3.033861,0.0,1.0,0.0,dollar,N/A,0,951,1201,0.0,1.489517,0.49096417,false,3.1368499,1.8201475,0.6328125,0.3671875,dollar,0,1669,0.054604426,0.43387172,0.13831447,false,3.3405275,2.136384,0.6099291,0.39007095,dollar,0,1155,0.06409152,2.3546066,0.70486075,false,5.37615,3.5840998,0.6,0.39999998,dollar,0,1669,1809,0.107522994,-2.0137784,-0.3745763,false,3.937111,3.451048,0.53289473,0.46710527,dollar,0,1279,1419,0.103531435,4.205077,1.0680617,false,8.703582,6.306943,0.57983196,0.42016804,dollar,0,1295,1451,0.18920828,-2.1937213,-0.2520481,false,7.5775084,5.6831307,0.5714286,0.4285714,dollar,0,1092,0.17049392,6.840416,0.9027263,false,13.392818,11.149351,0.5457064,0.4542936,dollar,0,1435,1622,0.33448052,-2.7178543,-0.2029337,false,12.159429,10.257394,0.54242426,0.45757574,dollar,0,999,1623,5585,0.3077218,2.8061855,0.23078267,25.880955,N/A,1311,2356,N/A,N/A,N/A,N/A,5101,2730,N/A,2325,3401,N/A,1669,2964,3915,N/A,2028,2730,4742,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2434,N/A,N/A,N/A,N/A,N/A,N/A,2839,N/A,N/A,N/A,N/A,2980,3151,5273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
5,0,0,9,12.545474,9,false,1.5,1.5,0.5,0.5,,1435,2,3010,3276,0.044999998,0.01619007,0.01079338,false,1.020426,2.0408518,0.33333337,0.6666666,percent,N/A,0,811,1560,0.061225552,0.5009926,0.49096417,false,1.9356081,1.833734,0.5135135,0.4864865,percent,0,733,0.05501202,0.2677226,0.13831447,false,1.4950823,2.6163936,0.36363637,0.63636357,percent,0,1154,0.07849181,1.0538248,0.70486075,false,2.2472532,3.473028,0.39285713,0.60714287,percent,0,749,3214,0.104190834,-0.8417678,-0.3745763,false,1.3908466,3.7315397,0.27152318,0.7284768,percent,0,827,4025,0.11194619,1.48551,1.0680617,false,2.4827802,5.4076996,0.31465518,0.6853449,percent,0,811,2153,0.16223098,-0.62578005,-0.2520481,false,2.7487097,4.750856,0.36651585,0.6334841,percent,0,1092,0.14252567,2.4813325,0.9027263,false,1.4251397,10.247434,0.122093014,0.877907,percent,0,749,5289,0.307423,-0.28920886,-0.2029337,false,2.0719213,9.646322,0.17681159,0.8231884,percent,0,796,6100,N/A,0.28938967,0.47816354,0.23078267,12.545474,2246,5647,N/A,N/A,N/A,N/A,N/A,4743,6349,N/A,3682,N/A,N/A,5195,N/A,N/A,N/A,3744,5741,N/A,N/A,N/A,7176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
